Year,geoId,County,Population,Median_Age,Unemployment,Income,Crimes
2017,geoId/06107,Tulare County,462308,30.6,10.5,44871,nan
2018,geoId/06107,Tulare County,464589,30.8,9.8,47518,nan
2019,geoId/06107,Tulare County,466195,31,9.9,49687,nan
1980,geoId/06109,Tuolumne County,33928,nan,nan,nan,nan
1981,geoId/06109,Tuolumne County,35246,nan,nan,nan,nan
1982,geoId/06109,Tuolumne County,36259,nan,nan,nan,nan
1983,geoId/06109,Tuolumne County,37255,nan,nan,nan,nan
1984,geoId/06109,Tuolumne County,38058,nan,nan,nan,nan
1985,geoId/06109,Tuolumne County,39741,nan,nan,nan,nan
1986,geoId/06109,Tuolumne County,41583,nan,nan,nan,nan
1987,geoId/06109,Tuolumne County,43335,nan,nan,nan,nan
1988,geoId/06109,Tuolumne County,45029,nan,nan,nan,nan
1989,geoId/06109,Tuolumne County,46877,nan,nan,nan,nan
1990,geoId/06109,Tuolumne County,48837,nan,6.7,nan,nan
1991,geoId/06109,Tuolumne County,50105,nan,8.8,nan,nan
1992,geoId/06109,Tuolumne County,50543,nan,11.3,nan,nan
1993,geoId/06109,Tuolumne County,51442,nan,11.9,nan,nan
1994,geoId/06109,Tuolumne County,51877,nan,11.2,nan,nan
1995,geoId/06109,Tuolumne County,51564,nan,10.8,nan,nan
1996,geoId/06109,Tuolumne County,52173,nan,10.4,nan,nan
1997,geoId/06109,Tuolumne County,52338,nan,8.8,nan,nan
1998,geoId/06109,Tuolumne County,53029,nan,8,nan,nan
1999,geoId/06109,Tuolumne County,53764,nan,6.6,nan,nan
2000,geoId/06109,Tuolumne County,54670,nan,5.8,nan,nan
2001,geoId/06109,Tuolumne County,55208,nan,5.9,nan,nan
2002,geoId/06109,Tuolumne County,55757,nan,6.7,nan,nan
2003,geoId/06109,Tuolumne County,56364,nan,7.1,nan,nan
2004,geoId/06109,Tuolumne County,56400,nan,6.9,nan,nan
2005,geoId/06109,Tuolumne County,56531,nan,6.4,nan,nan
2006,geoId/06109,Tuolumne County,56365,nan,5.8,nan,nan
2007,geoId/06109,Tuolumne County,55968,nan,6.1,nan,nan
2008,geoId/06109,Tuolumne County,55902,nan,8,nan,nan
2009,geoId/06109,Tuolumne County,55377,nan,12.7,nan,nan
2010,geoId/06109,Tuolumne County,55191,nan,15.6,nan,nan
2011,geoId/06109,Tuolumne County,54830,47.2,14.7,47359,nan
2012,geoId/06109,Tuolumne County,54221,48,13.2,48169,nan
2013,geoId/06109,Tuolumne County,53997,48,10.9,48426,nan
2014,geoId/06109,Tuolumne County,53851,48.2,8.8,48493,nan
2015,geoId/06109,Tuolumne County,53615,48.6,7.1,50306,nan
2016,geoId/06109,Tuolumne County,53770,48.2,6.2,50731,nan
2017,geoId/06109,Tuolumne County,53976,48.6,5.4,54325,nan
2018,geoId/06109,Tuolumne County,54387,48.4,4.7,56493,nan
2019,geoId/06109,Tuolumne County,54478,48.4,4.6,60108,nan
1980,geoId/06111,Ventura County,529174,nan,nan,nan,nan
1981,geoId/06111,Ventura County,546389,nan,nan,nan,nan
1982,geoId/06111,Ventura County,562142,nan,nan,nan,nan
1983,geoId/06111,Ventura County,575586,nan,nan,nan,nan
1984,geoId/06111,Ventura County,588790,nan,nan,nan,nan
1985,geoId/06111,Ventura County,602819,nan,nan,nan,nan
1986,geoId/06111,Ventura County,615422,nan,nan,nan,nan
1987,geoId/06111,Ventura County,632062,nan,nan,nan,nan
1988,geoId/06111,Ventura County,650851,nan,nan,nan,nan
1989,geoId/06111,Ventura County,664692,nan,nan,nan,nan
1990,geoId/06111,Ventura County,670132,nan,5.7,nan,nan
1991,geoId/06111,Ventura County,675485,nan,7.6,nan,nan
1992,geoId/06111,Ventura County,684004,nan,9,nan,nan
1993,geoId/06111,Ventura County,690066,nan,9.1,nan,nan
1994,geoId/06111,Ventura County,698901,nan,8,nan,nan
1995,geoId/06111,Ventura County,703990,nan,7.4,nan,nan
1996,geoId/06111,Ventura County,710920,nan,7.3,nan,nan
1997,geoId/06111,Ventura County,722156,nan,6.7,nan,nan
1998,geoId/06111,Ventura County,732143,nan,5.6,nan,nan
1999,geoId/06111,Ventura County,745063,nan,4.8,nan,nan
2000,geoId/06111,Ventura County,756384,nan,4.5,nan,nan
2001,geoId/06111,Ventura County,765861,nan,4.9,nan,nan
2002,geoId/06111,Ventura County,777656,nan,5.8,nan,nan
2003,geoId/06111,Ventura County,785262,nan,5.8,nan,nan
2004,geoId/06111,Ventura County,790092,nan,5.4,nan,nan
2005,geoId/06111,Ventura County,789047,nan,4.7,nan,nan
2006,geoId/06111,Ventura County,791314,nan,4.3,nan,nan
2007,geoId/06111,Ventura County,792748,nan,4.8,nan,nan
2008,geoId/06111,Ventura County,797744,nan,6.3,nan,nan
2009,geoId/06111,Ventura County,805075,nan,10.1,nan,nan
2010,geoId/06111,Ventura County,825130,nan,11.1,nan,nan
2011,geoId/06111,Ventura County,830099,36.2,10.4,76728,nan
2012,geoId/06111,Ventura County,833516,36.4,9.2,76483,nan
2013,geoId/06111,Ventura County,838136,36.6,8,76544,nan
2014,geoId/06111,Ventura County,842297,36.9,6.7,77335,nan
2015,geoId/06111,Ventura County,845802,37.1,5.7,77348,nan
2016,geoId/06111,Ventura County,847323,37.3,5.2,78593,nan
2017,geoId/06111,Ventura County,849044,37.5,4.5,81972,nan
2018,geoId/06111,Ventura County,848142,37.9,3.8,84017,nan
2019,geoId/06111,Ventura County,846006,38.1,3.7,88131,nan
1980,geoId/06113,Yolo County,113374,nan,nan,nan,nan
1981,geoId/06113,Yolo County,115238,nan,nan,nan,nan
1982,geoId/06113,Yolo County,117748,nan,nan,nan,nan
1983,geoId/06113,Yolo County,119398,nan,nan,nan,nan
1984,geoId/06113,Yolo County,120861,nan,nan,nan,nan
1985,geoId/06113,Yolo County,123769,nan,nan,nan,nan
1986,geoId/06113,Yolo County,125166,nan,nan,nan,nan
1987,geoId/06113,Yolo County,128526,nan,nan,nan,nan
1988,geoId/06113,Yolo County,133311,nan,nan,nan,nan
1989,geoId/06113,Yolo County,138252,nan,nan,nan,nan
1990,geoId/06113,Yolo County,141991,nan,6.8,nan,nan
1991,geoId/06113,Yolo County,143853,nan,7.9,nan,nan
1992,geoId/06113,Yolo County,144364,nan,8.3,nan,nan
1993,geoId/06113,Yolo County,144980,nan,8.1,nan,nan
1994,geoId/06113,Yolo County,145796,nan,6.9,nan,nan
1995,geoId/06113,Yolo County,147399,nan,6.9,nan,nan
1996,geoId/06113,Yolo County,149077,nan,6.5,nan,nan
1997,geoId/06113,Yolo County,151496,nan,6,nan,nan
1998,geoId/06113,Yolo County,153293,nan,5.4,nan,nan
1999,geoId/06113,Yolo County,155573,nan,4.4,nan,nan
2000,geoId/06113,Yolo County,169892,nan,5,nan,nan
2001,geoId/06113,Yolo County,175501,nan,5.1,nan,nan
2002,geoId/06113,Yolo County,180573,nan,6.1,nan,nan
2003,geoId/06113,Yolo County,183284,nan,6.4,nan,nan
2004,geoId/06113,Yolo County,185638,nan,6.1,nan,nan
2005,geoId/06113,Yolo County,186685,nan,5.5,nan,nan
2006,geoId/06113,Yolo County,190031,nan,5.2,nan,nan
2007,geoId/06113,Yolo County,194802,nan,5.7,nan,nan
2008,geoId/06113,Yolo County,197558,nan,7.4,nan,nan
2009,geoId/06113,Yolo County,200152,nan,11.5,nan,nan
2010,geoId/06113,Yolo County,201083,nan,12.4,nan,nan
2011,geoId/06113,Yolo County,201954,30.1,12,57920,nan
2012,geoId/06113,Yolo County,204576,30.5,10.8,57260,nan
2013,geoId/06113,Yolo County,206292,30.7,9.1,55918,nan
2014,geoId/06113,Yolo County,208398,31,7.6,55508,nan
2015,geoId/06113,Yolo County,212037,30.9,6.5,54989,nan
2016,geoId/06113,Yolo County,215627,30.9,5.9,57663,nan
2017,geoId/06113,Yolo County,218477,30.9,5.1,61621,nan
2018,geoId/06113,Yolo County,220118,31,4.3,65923,nan
2019,geoId/06113,Yolo County,220500,31,4.2,70228,nan
1980,geoId/06115,Yuba County,49733,nan,nan,nan,nan
1981,geoId/06115,Yuba County,50013,nan,nan,nan,nan
1982,geoId/06115,Yuba County,51175,nan,nan,nan,nan
1983,geoId/06115,Yuba County,51721,nan,nan,nan,nan
1984,geoId/06115,Yuba County,52404,nan,nan,nan,nan
1985,geoId/06115,Yuba County,53330,nan,nan,nan,nan
1986,geoId/06115,Yuba County,53778,nan,nan,nan,nan
1987,geoId/06115,Yuba County,54774,nan,nan,nan,nan
1988,geoId/06115,Yuba County,55841,nan,nan,nan,nan
1989,geoId/06115,Yuba County,57010,nan,nan,nan,nan
1990,geoId/06115,Yuba County,58642,nan,10.6,nan,nan
1991,geoId/06115,Yuba County,59375,nan,14,nan,nan
1992,geoId/06115,Yuba County,60655,nan,17.4,nan,nan
1993,geoId/06115,Yuba County,61290,nan,17.5,nan,nan
1994,geoId/06115,Yuba County,61695,nan,16,nan,nan
1995,geoId/06115,Yuba County,61012,nan,15,nan,nan
1996,geoId/06115,Yuba County,60842,nan,14.3,nan,nan
1997,geoId/06115,Yuba County,60154,nan,13.3,nan,nan
1998,geoId/06115,Yuba County,59953,nan,13.6,nan,nan
1999,geoId/06115,Yuba County,59607,nan,11.8,nan,nan
2000,geoId/06115,Yuba County,60395,nan,7.9,nan,nan
2001,geoId/06115,Yuba County,61422,nan,8.6,nan,nan
2002,geoId/06115,Yuba County,62392,nan,9.9,nan,nan
2003,geoId/06115,Yuba County,63131,nan,10.8,nan,nan
2004,geoId/06115,Yuba County,64250,nan,9.7,nan,nan
2005,geoId/06115,Yuba County,66934,nan,9,nan,nan
2006,geoId/06115,Yuba County,70018,nan,8.8,nan,nan
2007,geoId/06115,Yuba County,71642,nan,9.2,nan,nan
2008,geoId/06115,Yuba County,72781,nan,12,nan,nan
2009,geoId/06115,Yuba County,72723,nan,17.5,nan,nan
2010,geoId/06115,Yuba County,72350,nan,18.2,nan,nan
2011,geoId/06115,Yuba County,72489,31.7,17.3,46617,nan
2012,geoId/06115,Yuba County,72774,31.9,15.6,46641,nan
2013,geoId/06115,Yuba County,73090,31.9,13.3,44902,nan
2014,geoId/06115,Yuba County,73533,32.1,11.3,45470,nan
2015,geoId/06115,Yuba County,74045,32.1,9.3,46892,nan
2016,geoId/06115,Yuba County,74952,32.2,8.6,48739,nan
2017,geoId/06115,Yuba County,76578,32.4,7.5,51776,nan
2018,geoId/06115,Yuba County,77557,32.5,6.5,52624,nan
2019,geoId/06115,Yuba County,78668,32.8,6.2,58054,nan
